external_gene_name,number_of_paralogues,paralogue
LRRC37A,3,Yes
LRRC37A2,3,Yes
LRRC37A3,3,Yes
LRRC37B,3,Yes
LRRC38,26,Yes
LRRC39,30,Yes
LRRC3B,22,Yes
LRRC3C,22,Yes
LRRC4,22,Yes
LRRC40,30,Yes
LRRC43,13,Yes
LRRC45,1,Yes
LRRC46,13,Yes
LRRC47,1,Yes
LRRC49,13,Yes
LRRC4B,22,Yes
LRRC4C,22,Yes
LRRC52,22,Yes
LRRC53,22,Yes
LRRC55,26,Yes
LRRC57,1,Yes
LRRC58,30,Yes
LRRC6,13,Yes
LRRC61,13,Yes
LRRC66,22,Yes
LRRC7,30,Yes
LRRC70,26,Yes
LRRC72,2,Yes
LRRC74A,1,Yes
LRRC74B,1,Yes
LRRC8A,30,Yes
LRRC8B,30,Yes
LRRC8C,30,Yes
LRRC8D,30,Yes
LRRC8E,30,Yes
LRRC9,13,Yes
LRRCC1,13,Yes
LRRD1,30,Yes
LRRFIP1,1,Yes
LRRFIP2,1,Yes
LRRIQ3,13,Yes
LRRIQ4,30,Yes
LRRK1,30,Yes
LRRK2,24,Yes
LRRN1,26,Yes
LRRN2,26,Yes
LRRN3,26,Yes
LRRN4,3,Yes
LRRN4CL,3,Yes
LRRTM1,22,Yes
LRRTM2,22,Yes
LRRTM3,22,Yes
LRRTM4,22,Yes
LRTM1,22,Yes
LRTM2,26,Yes
LRTOMT,3,Yes
LRWD1,1,Yes
LSAMP,5,Yes
LSG1,6,Yes
LSM1,1,Yes
LSM14A,1,Yes
LSM14B,1,Yes
LSM4,2,Yes
LSM6,1,Yes
LSM7,1,Yes
LSM8,1,Yes
LSP1,1,Yes
LSR,2,Yes
LTA,8,Yes
LTA4H,11,Yes
LTB,8,Yes
LTB4R,17,Yes
LTB4R2,17,Yes
LTBP1,3,Yes
LTBP2,3,Yes
LTBP3,3,Yes
LTBP4,3,Yes
LTC4S,3,Yes
LTF,3,Yes
LTK,54,Yes
LTV1,1,Yes
LUC7L,3,Yes
LUC7L2,3,Yes
LUC7L3,3,Yes
LUM,10,Yes
LURAP1,1,Yes
LURAP1L,1,Yes
LUZP1,3,Yes
LVRN,11,Yes
LXN,1,Yes
LY6D,1,Yes
LY6E,3,Yes
LY6G5B,1,Yes
LY6G6D,2,Yes
LY6G6E,1,Yes
LY6G6F,2,Yes
LY6G6F-LY6G6D,2,Yes
LY6H,1,Yes
LY6K,1,Yes
LY6L,1,Yes
LY75,5,Yes
LY75-CD302,5,Yes
LY9,9,Yes
LYG1,1,Yes
LYG2,1,Yes
LYL1,4,Yes
LYN,32,Yes
LYNX1,1,Yes
LYNX1-SLURP2,3,Yes
LYPD1,4,Yes
LYPD2,4,Yes
LYPD3,2,Yes
LYPD4,2,Yes
LYPD5,2,Yes
LYPD6,1,Yes
LYPD6B,1,Yes
LYPD8,2,Yes
LYPLA1,2,Yes
LYPLA2,2,Yes
LYPLAL1,2,Yes
LYRM4,5,Yes
LYRM9,1,Yes
LYSMD1,3,Yes
LYSMD2,3,Yes
LYSMD3,3,Yes
LYSMD4,3,Yes
LYST,7,Yes
LYVE1,1,Yes
LYZ,8,Yes
LYZL1,8,Yes
LYZL2,8,Yes
LYZL4,8,Yes
LYZL6,8,Yes
LZIC,1,Yes
LZTR1,10,Yes
LZTS1,2,Yes
LZTS2,2,Yes
LZTS3,2,Yes
MAATS1,1,Yes
MAB21L1,9,Yes
MAB21L2,9,Yes
MAB21L3,9,Yes
MAB21L4,9,Yes
MACC1,1,Yes
MACF1,36,Yes
MACROD1,2,Yes
MACROD2,2,Yes
MAD2L1,1,Yes
MAD2L2,1,Yes
MAEA,2,Yes
MAF,6,Yes
MAFA,6,Yes
MAFB,6,Yes
MAFF,6,Yes
MAFG,6,Yes
MAFIP,5,Yes
MAFK,6,Yes
MAG,16,Yes
MAGEA1,37,Yes
MAGEA10,37,Yes
MAGEA11,37,Yes
MAGEA12,37,Yes
MAGEA2,37,Yes
MAGEA2B,37,Yes
MAGEA3,37,Yes
MAGEA4,37,Yes
MAGEA6,37,Yes
MAGEA8,37,Yes
MAGEA9,37,Yes
MAGEA9B,37,Yes
MAGEB1,37,Yes
MAGEB10,37,Yes
MAGEB16,37,Yes
MAGEB17,37,Yes
MAGEB18,37,Yes
MAGEB2,37,Yes
MAGEB3,37,Yes
MAGEB4,37,Yes
MAGEB5,37,Yes
MAGEB6,37,Yes
MAGEB6B,37,Yes
MAGEC1,37,Yes
MAGEC2,37,Yes
MAGEC3,37,Yes
MAGED1,37,Yes
MAGED2,37,Yes
MAGED4,37,Yes
MAGED4B,37,Yes
MAGEE1,37,Yes
MAGEE2,37,Yes
MAGEF1,37,Yes
MAGEH1,37,Yes
MAGEL2,37,Yes
MAGI1,6,Yes
MAGI2,6,Yes
MAGI3,6,Yes
MAGIX,6,Yes
MAGOH,1,Yes
MAGOHB,1,Yes
MAGT1,1,Yes
MAK,19,Yes
MAL,15,Yes
MAL2,15,Yes
MALL,15,Yes
MALRD1,4,Yes
MAMDC2,4,Yes
MAMDC4,4,Yes
MAML1,2,Yes
MAML2,2,Yes
MAML3,2,Yes
MAMSTR,1,Yes
MAN1A1,6,Yes
MAN1A2,6,Yes
MAN1B1,6,Yes
MAN1C1,6,Yes
MAN2A1,6,Yes
MAN2A2,6,Yes
MAN2B1,6,Yes
MAN2B2,6,Yes
MAN2C1,6,Yes
MANBA,1,Yes
MANEA,1,Yes
MANEAL,1,Yes
MANF,1,Yes
MANSC1,2,Yes
MANSC4,2,Yes
MAOA,8,Yes
MAOB,8,Yes
MAP1A,2,Yes
MAP1B,2,Yes
MAP1LC3A,6,Yes
MAP1LC3B,6,Yes
MAP1LC3B2,6,Yes
MAP1LC3C,6,Yes
MAP1S,2,Yes
MAP2,2,Yes
MAP2K1,9,Yes
MAP2K2,9,Yes
MAP2K3,35,Yes
MAP2K4,9,Yes
MAP2K5,9,Yes
MAP2K6,35,Yes
MAP2K7,9,Yes
MAP3K1,35,Yes
MAP3K10,24,Yes
MAP3K11,24,Yes
MAP3K12,24,Yes
MAP3K13,24,Yes
MAP3K14,35,Yes
MAP3K15,2,Yes
MAP3K19,35,Yes
MAP3K2,9,Yes
MAP3K20,24,Yes
MAP3K21,24,Yes
MAP3K3,9,Yes
MAP3K4,9,Yes
MAP3K5,2,Yes
MAP3K6,2,Yes
MAP3K7,2,Yes
MAP3K7CL,2,Yes
MAP3K8,35,Yes
MAP3K9,24,Yes
MAP4,2,Yes
MAP4K1,35,Yes
MAP4K2,35,Yes
MAP4K3,35,Yes
MAP4K4,35,Yes
MAP4K5,35,Yes
MAP6,1,Yes
MAP6D1,1,Yes
MAP7,3,Yes
MAP7D1,3,Yes
MAP7D2,3,Yes
MAP7D3,3,Yes
MAPK1,19,Yes
MAPK10,19,Yes
MAPK11,19,Yes
MAPK12,19,Yes
MAPK13,19,Yes
MAPK14,19,Yes
MAPK15,19,Yes
MAPK3,19,Yes
MAPK4,19,Yes
MAPK6,19,Yes
MAPK7,19,Yes
MAPK8,19,Yes
MAPK8IP1,11,Yes
MAPK8IP2,11,Yes
MAPK8IP3,1,Yes
MAPK9,19,Yes
MAPKAPK2,6,Yes
MAPKAPK3,6,Yes
MAPKAPK5,6,Yes
MAPKBP1,27,Yes
MAPRE1,2,Yes
MAPRE2,2,Yes
MAPRE3,2,Yes
MAPT,2,Yes
MARC1,3,Yes
MARC2,3,Yes
MARCH1,6,Yes
MARCH10,1,Yes
MARCH11,6,Yes
MARCH2,6,Yes
MARCH3,6,Yes
MARCH4,6,Yes
MARCH7,1,Yes
MARCH8,6,Yes
MARCH9,6,Yes
MARCKS,1,Yes
MARCKSL1,1,Yes
MARCO,3,Yes
MARK1,3,Yes
MARK2,3,Yes
MARK3,3,Yes
MARK4,3,Yes
MARS,7,Yes
MARS2,7,Yes
MARVELD1,15,Yes
MARVELD2,5,Yes
MARVELD3,2,Yes
MAS1,10,Yes
MAS1L,10,Yes
MASP1,2,Yes
MASP2,2,Yes
MAST1,14,Yes
MAST2,14,Yes
MAST3,14,Yes
MAST4,14,Yes
MASTL,14,Yes
MAT1A,1,Yes
MAT2A,1,Yes
MATK,32,Yes
MATN1,12,Yes
MATN2,12,Yes
MATN3,12,Yes
MATN4,12,Yes
MATR3,2,Yes
MAZ,38,Yes
MB,12,Yes
MB21D2,9,Yes
MBD1,8,Yes
MBD2,8,Yes
MBD3,8,Yes
MBD3L1,8,Yes
MBD3L2,8,Yes
MBD3L2B,8,Yes
MBD3L3,8,Yes
MBD3L4,8,Yes
MBD3L5,8,Yes
MBD4,1,Yes
MBD5,1,Yes
MBD6,1,Yes
MBIP,3,Yes
MBLAC2,4,Yes
MBNL1,3,Yes
MBNL2,3,Yes
MBNL3,3,Yes
MBOAT1,5,Yes
MBOAT2,5,Yes
MBOAT4,5,Yes
MBOAT7,5,Yes
MBTD1,20,Yes
MBTPS1,9,Yes
MC1R,18,Yes
MC2R,18,Yes
MC3R,18,Yes
MC4R,18,Yes
MC5R,18,Yes
MCC,1,Yes
MCCC1,4,Yes
MCCC2,1,Yes
MCEE,1,Yes
MCF2,25,Yes
MCF2L,25,Yes
MCF2L2,25,Yes
MCFD2,1,Yes
MCHR1,33,Yes
MCHR2,33,Yes
MCIDAS,2,Yes
MCL1,7,Yes
MCM2,9,Yes
MCM3,9,Yes
MCM3AP,2,Yes
MCM4,9,Yes
MCM5,9,Yes
MCM6,9,Yes
MCM7,9,Yes
MCM8,9,Yes
MCM9,9,Yes
MCMDC2,9,Yes
MCOLN1,2,Yes
MCOLN2,2,Yes
MCOLN3,2,Yes
MCRIP1,2,Yes
MCRIP2,2,Yes
MCTP1,1,Yes
MCTP2,1,Yes
MCTS1,1,Yes
MCTS2P,1,Yes
MCU,1,Yes
MCUB,1,Yes
MCUR1,1,Yes
MDC1,1,Yes
MDFI,2,Yes
MDFIC,2,Yes
MDFIC2,2,Yes
MDGA1,4,Yes
MDGA2,4,Yes
MDH1,1,Yes
MDH1B,1,Yes
MDH2,6,Yes
MDK,1,Yes
MDM2,1,Yes
MDM4,1,Yes
MDN1,3,Yes
MDP1,1,Yes
ME1,2,Yes
ME2,2,Yes
ME3,2,Yes
MEAK7,3,Yes
MECOM,1,Yes
MECP2,1,Yes
MECR,18,Yes
MED12,1,Yes
MED12L,1,Yes
MED13,1,Yes
MED13L,1,Yes
MED17,1,Yes
MED25,1,Yes
MED26,1,Yes
MED7,3,Yes
MEF2A,4,Yes
MEF2B,4,Yes
MEF2C,4,Yes
MEF2D,4,Yes
MEFV,84,Yes
MEGF10,3,Yes
MEGF11,3,Yes
MEGF6,3,Yes
MEGF8,28,Yes
MEGF9,28,Yes
MEI1,2,Yes
MEIS1,12,Yes
MEIS2,12,Yes
MEIS3,12,Yes
MELK,18,Yes
MELTF,3,Yes
MEOX1,1,Yes
MEOX2,1,Yes
MEP1A,37,Yes
MEP1B,37,Yes
MEPCE,1,Yes
MERTK,54,Yes
MESP1,2,Yes
MESP2,2,Yes
MEST,12,Yes
MET,54,Yes
METAP1,8,Yes
METAP1D,8,Yes
METAP2,8,Yes
METRN,1,Yes
METRNL,1,Yes
METTL11B,1,Yes
METTL17,1,Yes
METTL21A,4,Yes
METTL21C,4,Yes
METTL23,4,Yes
METTL24,2,Yes
METTL25,1,Yes
METTL27,4,Yes
METTL2A,3,Yes
METTL2B,3,Yes
METTL6,3,Yes
METTL7A,4,Yes
METTL7B,4,Yes
METTL8,3,Yes
MEX3A,3,Yes
MEX3B,3,Yes
MEX3C,3,Yes
MEX3D,3,Yes
MFAP2,1,Yes
MFAP3,1,Yes
MFAP3L,1,Yes
MFAP4,25,Yes
MFAP5,1,Yes
MFGE8,37,Yes
MFHAS1,30,Yes
MFN1,1,Yes
MFN2,1,Yes
MFNG,3,Yes
MFRP,37,Yes
MFSD1,8,Yes
MFSD10,8,Yes
MFSD12,2,Yes
MFSD14A,8,Yes
MFSD14B,8,Yes
MFSD14C,8,Yes
MFSD2A,2,Yes
MFSD2B,2,Yes
MFSD3,2,Yes
MFSD4A,1,Yes
MFSD4B,1,Yes
MFSD5,8,Yes
MFSD6,1,Yes
MFSD6L,1,Yes
MFSD8,8,Yes
MFSD9,8,Yes
MGA,16,Yes
MGAM,7,Yes
MGAM2,7,Yes
MGAT1,1,Yes
MGAT4A,3,Yes
MGAT4B,3,Yes
MGAT4C,3,Yes
MGAT4D,3,Yes
MGAT5,2,Yes
MGAT5B,2,Yes
MGRN1,1,Yes
MGST1,1,Yes
MGST2,3,Yes
MGST3,3,Yes
MIA,11,Yes
MIA-RAB4B,11,Yes
MIA2,11,Yes
MIA3,11,Yes
MIB1,1,Yes
MIB2,1,Yes
MICA,23,Yes
MICAL1,36,Yes
MICAL2,36,Yes
MICAL3,36,Yes
MICALL1,7,Yes
MICALL2,7,Yes
MICB,23,Yes
MICU1,2,Yes
MICU2,2,Yes
MICU3,2,Yes
MID1,84,Yes
MID1IP1,1,Yes
MID2,84,Yes
MIEF1,1,Yes
MIEF2,1,Yes
MIEN1,2,Yes
MIER1,5,Yes
MIER2,5,Yes
MIER3,5,Yes
MIF,3,Yes
MIF4GD,2,Yes
MIGA1,1,Yes
MIGA2,1,Yes
MILR1,18,Yes
MINAR1,1,Yes
MINAR2,1,Yes
MINDY1,1,Yes
MINDY2,1,Yes
MINDY3,2,Yes
MINDY4,2,Yes
MINDY4B,2,Yes
MINK1,35,Yes
MIP,12,Yes
MIPEP,2,Yes
MIS18A,1,Yes
MISP,1,Yes
MISP3,1,Yes
MITF,3,Yes
MIXL1,50,Yes
MKI67,1,Yes
MKKS,13,Yes
MKNK1,6,Yes
MKNK2,6,Yes
MKRN1,2,Yes
MKRN2,2,Yes
MKRN3,2,Yes
MKS1,2,Yes
MKX,6,Yes
MLF1,1,Yes
MLF2,1,Yes
MLH1,3,Yes
MLH3,3,Yes
MLKL,24,Yes
MLLT1,2,Yes
MLLT10,8,Yes
MLLT3,2,Yes
MLLT6,8,Yes
MLNR,15,Yes
MLPH,2,Yes
MLX,3,Yes
MLXIP,3,Yes
MLXIPL,3,Yes
MMAA,1,Yes
MMD,10,Yes
MMD2,10,Yes
MME,6,Yes
MMEL1,6,Yes
MMGT1,1,Yes
MMP1,23,Yes
MMP10,23,Yes
MMP11,23,Yes
MMP12,23,Yes
MMP13,23,Yes
MMP14,23,Yes
MMP15,23,Yes
MMP16,23,Yes
MMP17,23,Yes
MMP19,23,Yes
MMP2,23,Yes
MMP20,23,Yes
MMP21,23,Yes
MMP23B,23,Yes
MMP24,23,Yes
MMP25,23,Yes
MMP26,23,Yes
MMP27,23,Yes
MMP28,23,Yes
MMP3,23,Yes
MMP7,23,Yes
MMP8,23,Yes
MMP9,23,Yes
MMRN1,4,Yes
MMRN2,4,Yes
MMUT,1,Yes
MNDA,3,Yes
MNT,4,Yes
MOAP1,13,Yes
MOB1A,7,Yes
MOB1B,7,Yes
MOB2,7,Yes
MOB3A,7,Yes
MOB3B,7,Yes
MOB3C,7,Yes
MOB4,7,Yes
MOBP,2,Yes
MOCOS,3,Yes
MOCS2,3,Yes
MOCS3,9,Yes
MOG,16,Yes
MOGAT1,6,Yes
MOGAT2,6,Yes
MOGAT3,6,Yes
MOK,19,Yes
MON1A,1,Yes
MON1B,1,Yes
MON2,16,Yes
MORC1,1,Yes
MORC2,1,Yes
MORC3,1,Yes
MORC4,1,Yes
MORF4L1,2,Yes
MORF4L2,2,Yes
MORN1,7,Yes
MORN2,7,Yes
MORN3,7,Yes
MOS,24,Yes
MOV10,10,Yes
MOV10L1,10,Yes
MOXD1,1,Yes
MPC1,2,Yes
MPC1L,2,Yes
MPC2,2,Yes
MPDU1,1,Yes
MPDZ,5,Yes
MPHOSPH8,7,Yes
MPL,7,Yes
MPND,3,Yes
MPO,5,Yes
MPP1,7,Yes
MPP2,7,Yes
MPP3,7,Yes
MPP4,7,Yes
MPP5,7,Yes
MPP6,7,Yes
MPP7,7,Yes
MPPED1,1,Yes
MPPED2,1,Yes
MPRIP,1,Yes
MPST,1,Yes
MPV17,4,Yes
MPV17L,4,Yes
MPV17L2,4,Yes
MPZ,6,Yes
MPZL1,6,Yes
MPZL2,6,Yes
MPZL3,6,Yes
MR1,23,Yes
MRAS,35,Yes
MRC1,5,Yes
MRFAP1,2,Yes
MRFAP1L1,2,Yes
MRGPRD,10,Yes
MRGPRE,10,Yes
MRGPRF,10,Yes
MRGPRG,10,Yes
MRGPRX1,10,Yes
MRGPRX2,10,Yes
MRGPRX3,10,Yes
MRGPRX4,10,Yes
MRI1,3,Yes
MRM1,2,Yes
MRM2,3,Yes
MRM3,2,Yes
MRO,9,Yes
MROH1,9,Yes
MROH2A,9,Yes
MROH2B,9,Yes
MROH6,9,Yes
MROH7,9,Yes
MROH7-TTC4,9,Yes
MROH8,9,Yes
MROH9,9,Yes
MRPL11,1,Yes
MRPL13,1,Yes
MRPL14,1,Yes
MRPL2,1,Yes
MRPL23,1,Yes
MRPL30,1,Yes
MRPL38,2,Yes
MRPL39,4,Yes
MRPL58,2,Yes
MRPS11,1,Yes
MRPS12,1,Yes
MRPS17,1,Yes
MRPS5,1,Yes
MRPS7,1,Yes
MRPS9,1,Yes
MRTFA,2,Yes
MRTFB,2,Yes
MRVI1,1,Yes
MS4A1,16,Yes
MS4A10,16,Yes
MS4A12,16,Yes
MS4A13,16,Yes
MS4A14,16,Yes
MS4A18,16,Yes
MS4A2,16,Yes
MS4A3,16,Yes
MS4A4A,16,Yes
MS4A4E,16,Yes
MS4A5,16,Yes
MS4A6A,16,Yes
MS4A6E,16,Yes
MS4A7,16,Yes
MS4A8,16,Yes
MSANTD2,1,Yes
MSANTD3-TMEFF1,28,Yes
MSC,13,Yes
MSGN1,2,Yes
MSH2,5,Yes
MSH3,5,Yes
MSH4,5,Yes
MSH5,5,Yes
MSH5-SAPCD1,5,Yes
MSH6,5,Yes
MSI1,37,Yes
MSI2,37,Yes
MSL3,2,Yes
MSLN,3,Yes
MSLNL,3,Yes
MSMB,1,Yes
MSMO1,3,Yes
MSMP,1,Yes
MSN,6,Yes
MSR1,3,Yes
MSRA,3,Yes
MSRB1,3,Yes
MSRB2,3,Yes
MSRB3,3,Yes
MSS51,2,Yes
MST1,6,Yes
MST1R,54,Yes
MSTN,32,Yes
MSX1,1,Yes
MSX2,1,Yes
MT-ND2,2,Yes
MT-ND4,2,Yes
MT-ND5,2,Yes
MT1A,11,Yes
MT1B,11,Yes
MT1E,11,Yes
MT1F,11,Yes
MT1G,11,Yes
MT1H,11,Yes
MT1HL1,11,Yes
MT1M,11,Yes
MT1X,11,Yes
MT2A,11,Yes
MT3,11,Yes
MT4,11,Yes
MTA1,5,Yes
MTA2,5,Yes
MTA3,5,Yes
MTAP,2,Yes
MTCH1,1,Yes
MTCH2,1,Yes
MTCL1,3,Yes
MTCP1,2,Yes
MTDH,1,Yes
MTERF1,1,Yes
MTERF2,1,Yes
MTF1,38,Yes
MTF2,2,Yes
MTFR1,2,Yes
MTFR1L,2,Yes
MTFR2,2,Yes
MTG1,6,Yes
MTG2,4,Yes
MTHFD1,3,Yes
MTHFD1L,3,Yes
MTHFD2,3,Yes
MTHFD2L,3,Yes
MTHFR,4,Yes
MTHFS,2,Yes
MTIF2,18,Yes
MTM1,13,Yes
MTMR1,13,Yes
MTMR10,13,Yes
MTMR11,13,Yes
MTMR12,13,Yes
MTMR2,13,Yes
MTMR3,13,Yes
MTMR4,13,Yes
MTMR6,13,Yes
MTMR7,13,Yes
MTMR8,13,Yes
MTMR9,13,Yes
MTNR1A,33,Yes
MTNR1B,33,Yes
MTOR,5,Yes
MTPAP,5,Yes
MTPN,1,Yes
MTR,4,Yes
MTREX,8,Yes
MTRF1,2,Yes
MTRF1L,2,Yes
MTRNR2L1,1,Yes
MTRNR2L12,1,Yes
MTRNR2L4,1,Yes
MTRNR2L5,1,Yes
MTRNR2L6,1,Yes
MTRNR2L8,1,Yes
MTRR,5,Yes
MTSS1,1,Yes
MTSS2,1,Yes
MTUS1,2,Yes
MTUS2,2,Yes
MTX1,3,Yes
MTX2,3,Yes
MTX3,3,Yes
MUC12,1,Yes
MUC13,2,Yes
MUC15,15,Yes
MUC17,2,Yes
MUC2,19,Yes
MUC3A,2,Yes
MUC4,2,Yes
MUC5AC,19,Yes
MUC5B,19,Yes
MUC6,19,Yes
MUSK,54,Yes
MUSTN1,3,Yes
MUTYH,1,Yes
MVK,2,Yes
MX1,6,Yes
MX2,6,Yes
MXD1,4,Yes
MXD3,4,Yes
MXD4,4,Yes
MXI1,4,Yes
MXRA5,36,Yes
MXRA8,15,Yes
MYADM,1,Yes
MYADML2,1,Yes
MYB,6,Yes
MYBL1,6,Yes
MYBL2,6,Yes
MYBPC1,11,Yes
MYBPC2,11,Yes
MYBPC3,11,Yes
MYBPH,11,Yes
MYBPHL,11,Yes
MYC,2,Yes
MYCBP,1,Yes
MYCBP2,1,Yes
MYCBPAP,5,Yes
MYCL,2,Yes
MYCN,2,Yes
MYEF2,1,Yes
MYF5,3,Yes
MYF6,3,Yes
MYH1,44,Yes
MYH10,44,Yes
MYH11,44,Yes
MYH13,44,Yes
MYH14,44,Yes
MYH15,44,Yes
MYH2,44,Yes
MYH3,44,Yes
MYH4,44,Yes
MYH6,44,Yes
MYH7,44,Yes
MYH7B,44,Yes
MYH8,44,Yes
MYH9,44,Yes
MYL1,4,Yes
MYL10,7,Yes
MYL12A,7,Yes
MYL12B,7,Yes
MYL2,7,Yes
MYL3,4,Yes
MYL4,4,Yes
MYL5,7,Yes
MYL6,4,Yes
MYL6B,4,Yes
MYL7,7,Yes
MYL9,7,Yes
MYLIP,10,Yes
MYLK,5,Yes
MYLK2,22,Yes
MYLK3,22,Yes
MYLK4,22,Yes
MYLPF,7,Yes
MYMK,2,Yes
MYNN,56,Yes
MYO10,44,Yes
MYO15A,44,Yes
MYO16,44,Yes
MYO18A,44,Yes
MYO18B,44,Yes
MYO19,44,Yes
MYO1A,44,Yes
MYO1B,44,Yes
MYO1C,44,Yes
MYO1D,44,Yes
MYO1E,44,Yes
MYO1F,44,Yes
MYO1G,44,Yes
MYO1H,44,Yes
MYO3A,44,Yes
MYO3B,44,Yes
MYO5A,44,Yes
MYO5B,44,Yes
MYO5C,44,Yes
MYO6,44,Yes
MYO7A,44,Yes
MYO7B,44,Yes
MYO9A,44,Yes
MYO9B,44,Yes
MYOC,9,Yes
MYOCD,2,Yes
MYOD1,3,Yes
MYOF,4,Yes
MYOG,3,Yes
MYOM1,11,Yes
MYOM2,11,Yes
MYOM3,11,Yes
MYORG,7,Yes
MYOT,9,Yes
MYOZ1,2,Yes
MYOZ2,2,Yes
MYOZ3,2,Yes
MYPN,9,Yes
MYRF,1,Yes
MYRFL,1,Yes
MYRIP,2,Yes
MYSM1,3,Yes
MYT1,5,Yes
MYT1L,5,Yes
MYZAP,4,Yes
MZF1,182,Yes
MZT2A,1,Yes
MZT2B,1,Yes
N4BP2,2,Yes
N4BP2L1,2,Yes
N4BP2L2,2,Yes
N6AMT1,2,Yes
NAA10,4,Yes
NAA11,4,Yes
NAA15,2,Yes
NAA16,2,Yes
NAA20,4,Yes
NAA25,2,Yes
NAA30,4,Yes
NAA50,4,Yes
NAAA,1,Yes
NAALAD2,5,Yes
NAALADL1,5,Yes
NAALADL2,5,Yes
NAB1,1,Yes
NAB2,1,Yes
NABP1,1,Yes
NABP2,1,Yes
NACA,2,Yes
NACA2,2,Yes
NACAD,2,Yes
NACC1,29,Yes
NACC2,29,Yes
NAE1,9,Yes
NAGA,1,Yes
NAGPA,4,Yes
NAIP,8,Yes
NALCN,27,Yes
NAMPT,1,Yes
NANOG,9,Yes
NANOGNB,4,Yes
NANOGP8,9,Yes
NANOS1,2,Yes
NANOS2,2,Yes
NANOS3,2,Yes
NANP,1,Yes
NAP1L1,18,Yes
NAP1L2,18,Yes
NAP1L3,18,Yes
NAP1L4,18,Yes
NAP1L5,18,Yes
NAPA,2,Yes
NAPB,2,Yes
NAPG,2,Yes
NAPRT,1,Yes
NAPSA,10,Yes
NARF,2,Yes
NARS,4,Yes
NARS2,4,Yes
NAT1,1,Yes
NAT14,3,Yes
NAT2,1,Yes
NAT8,3,Yes
NAT8L,3,Yes
NAV1,2,Yes
NAV2,2,Yes
NAV3,2,Yes
NAXE,2,Yes
NBEA,7,Yes
NBEAL1,7,Yes
NBEAL2,7,Yes
NBL1,2,Yes
NBPF1,14,Yes
NBPF10,14,Yes
NBPF11,14,Yes
NBPF12,14,Yes
NBPF14,14,Yes
NBPF15,14,Yes
NBPF19,14,Yes
NBPF20,14,Yes
NBPF26,14,Yes
NBPF3,14,Yes
NBPF4,14,Yes
NBPF6,14,Yes
NBPF9,14,Yes
NCALD,15,Yes
NCAM1,36,Yes
NCAM2,36,Yes
NCAN,7,Yes
NCAPD2,1,Yes
NCAPD3,1,Yes
NCBP2,1,Yes
NCBP2L,1,Yes
NCCRP1,5,Yes
NCEH1,5,Yes
NCF1,3,Yes
NCF2,1,Yes
NCF4,12,Yes
NCK1,9,Yes
NCK2,9,Yes
NCKAP1,1,Yes
NCKAP1L,1,Yes
NCKAP5,1,Yes
NCKAP5L,1,Yes
NCL,37,Yes
NCOA1,2,Yes
NCOA2,2,Yes
NCOA3,2,Yes
NCOA7,3,Yes
NCOR1,1,Yes
NCOR2,1,Yes
NCR1,25,Yes
NCR2,2,Yes
NCR3,14,Yes
NCR3LG1,2,Yes
NCS1,15,Yes
NDE1,1,Yes
NDEL1,1,Yes
NDFIP1,1,Yes
NDFIP2,1,Yes
NDN,37,Yes
NDOR1,5,Yes
NDRG1,3,Yes
NDRG2,3,Yes
NDRG3,3,Yes
NDRG4,3,Yes
NDST1,11,Yes
NDST2,11,Yes
NDST3,11,Yes
NDST4,11,Yes
NDUFA10,3,Yes
NDUFA11,1,Yes
NDUFA4,2,Yes
NDUFA4L2,2,Yes
NDUFA7,1,Yes
NDUFAB1,1,Yes
NDUFAF6,1,Yes
NDUFB8,1,Yes
NDUFC2,1,Yes
NDUFC2-KCTD14,1,Yes
NDUFS1,2,Yes
NDUFS4,1,Yes
NEB,4,Yes
NEBL,4,Yes
NECAB1,2,Yes
NECAB2,2,Yes
NECAB3,2,Yes
NECAP1,1,Yes
NECAP2,1,Yes
NECTIN1,14,Yes
NECTIN2,14,Yes
NECTIN3,14,Yes
NECTIN4,14,Yes
NEDD1,27,Yes
NEDD4,25,Yes
NEDD4L,25,Yes
NEDD8,11,Yes
NEDD8-MDP1,1,Yes
NEDD9,3,Yes
NEFL,69,Yes
NEFM,69,Yes
NEGR1,5,Yes
NEIL1,2,Yes
NEIL2,2,Yes
NEIL3,2,Yes
NEK1,9,Yes
NEK10,8,Yes
NEK11,8,Yes
NEK2,8,Yes
NEK3,8,Yes
NEK4,35,Yes
NEK5,8,Yes
NEK6,8,Yes
NEK7,8,Yes
NEK9,8,Yes
NELL1,1,Yes
NELL2,1,Yes
NEMP1,1,Yes
NEMP2,1,Yes
NEO1,36,Yes
NES,69,Yes
NET1,9,Yes
NETO1,37,Yes
NETO2,37,Yes
NEU1,3,Yes
NEU2,3,Yes
NEU3,3,Yes
NEU4,3,Yes
NEURL1,4,Yes
NEURL1B,4,Yes
NEURL3,4,Yes
NEURL4,4,Yes
NEUROD1,15,Yes
NEUROD2,15,Yes
NEUROD4,15,Yes
NEUROD6,15,Yes
NEUROG1,15,Yes
NEUROG2,15,Yes
NEUROG3,15,Yes
NEXMIF,3,Yes
NEXN,5,Yes
NF1,11,Yes
NF2,6,Yes
NFASC,36,Yes
NFAT5,4,Yes
NFATC1,4,Yes
NFATC2,4,Yes
NFATC2IP,3,Yes
NFATC3,4,Yes
NFATC4,4,Yes
NFE2,3,Yes
NFE2L1,3,Yes
NFE2L2,3,Yes
